timestamp,station_id,traffic_idx,industrial_idx,dust_idx,dispersion_pm25
2024-01-01 00:00:00+05:30,ST001,0.31248538734213416,0.6411352695883432,0.4567437456375097,48.18936297149018
2024-01-01 01:00:00+05:30,ST001,0.2251503455765319,0.8031897550450781,0.49212033770462826,35.70927455790374
2024-01-01 02:00:00+05:30,ST001,0.1,0.494923781289005,0.2882029631151095,36.27964122303224
2024-01-01 03:00:00+05:30,ST001,0.23721155883255413,0.7726141847745992,0.6981160485217128,63.13509300763772
2024-01-01 04:00:00+05:30,ST001,0.15685543849084765,0.6836435086338837,0.35921723087471513,67.14324511141906
2024-01-01 05:00:00+05:30,ST001,0.19200899864641874,0.9166326403909609,0.3849904230817302,86.24607356905848
2024-01-01 06:00:00+05:30,ST001,0.23123180607872318,0.8097868108511386,0.47458318255575976,85.3121526187191
2024-01-01 07:00:00+05:30,ST001,1.2128819732484502,0.8295045754239533,0.18068601042342164,81.10792249061136
2024-01-01 08:00:00+05:30,ST001,1.1074739347720568,0.589879381719104,0.3370177502387029,82.49662538505567
2024-01-01 09:00:00+05:30,ST001,0.8905252082822942,0.7503007791058117,0.20592841092285968,74.86966384974696
2024-01-01 10:00:00+05:30,ST001,0.3785666150933762,0.9422965013870367,0.5068394606118911,57.126325526880436
2024-01-01 11:00:00+05:30,ST001,0.4156566991259969,0.6251030338952416,0.37692389039516944,29.49721901435203
2024-01-01 12:00:00+05:30,ST001,0.43289492894387055,0.5196756597773794,0.581958895342735,41.633173419107585
2024-01-01 13:00:00+05:30,ST001,0.33203819316990896,0.6745460526664468,0.4188912378637843,40.20969360058266
2024-01-01 14:00:00+05:30,ST001,0.2450048839688549,0.5689652640088175,0.6555967848265953,32.48257168639933
2024-01-01 15:00:00+05:30,ST001,0.5685440279344225,0.562181129749352,0.3906428048744164,41.484375014097914
2024-01-01 16:00:00+05:30,ST001,0.32321771941431987,0.6065051385729673,0.330106373652132,39.389775220097356
2024-01-01 17:00:00+05:30,ST001,1.1875980005864841,0.43265612160564776,0.43039611828239743,31.63880944244308
2024-01-01 18:00:00+05:30,ST001,1.48505180110724,0.3976948134527218,0.708580739980879,26.361122541360885
2024-01-01 19:00:00+05:30,ST001,1.3914857632390114,0.21039983997641012,0.5824951876935238,53.35900434296327
2024-01-01 20:00:00+05:30,ST001,0.40949859133084293,0.4303404804075282,0.6860334837885379,33.64302108575057
2024-01-01 21:00:00+05:30,ST001,0.32789655157543546,0.517415042069289,0.40420627022593103,23.1522562493604
2024-01-01 22:00:00+05:30,ST001,0.40585216492355425,0.5761616421450959,0.5135921455941992,67.87139970641918
2024-01-01 23:00:00+05:30,ST001,0.1,0.5675412867775268,0.5030456684023664,29.078607037075287
2024-01-02 00:00:00+05:30,ST001,0.21435460750358604,0.5550569266480305,0.3119831881939014,24.601473849891203
2024-01-02 01:00:00+05:30,ST001,0.1,0.8062555659471474,0.24124452111653122,66.79423048375433
2024-01-02 02:00:00+05:30,ST001,0.20459465120782505,0.6826960033870715,0.2804899981998402,46.80139143128575
2024-01-02 03:00:00+05:30,ST001,0.1,0.7707359998731661,0.44429553133905725,59.633025878676875
2024-01-02 04:00:00+05:30,ST001,0.3352980203907557,0.8441085910167098,0.47597527602000933,65.93834193791653
2024-01-02 05:00:00+05:30,ST001,0.1,0.6674493284271377,0.29143679993499394,59.95599145661078
