timestamp,station_id,pm25,no2,so2,co,o3
2024-01-01 00:00:00,ST001,52.483570765056164,36.03608866469177,18.903496860531632,1.2031583611317052,69.0634707581224
2024-01-01 01:00:00,ST001,44.31588445324882,28.91108771215195,9.015524023822167,0.7604226968801262,83.81926244250167
2024-01-01 02:00:00,ST001,54.49873074947043,37.663845365436735,17.994709049047504,0.8458058849952043,74.83927057531234
2024-01-01 03:00:00,ST001,61.463443123748064,38.9843758945396,16.677850405030206,1.0031584015386479,70.6125672644062
2024-01-01 04:00:00,ST001,61.954551606243704,46.667127051725046,20.94579817127451,1.0594494442337383,77.37067838918243
2024-01-01 05:00:00,ST001,68.46686471381572,48.187946504385515,19.942044713212983,1.387689449583415,45.89087849708322
2024-01-01 06:00:00,ST001,60.95753198553406,43.65652571885289,21.03098386275977,1.254261298501648,66.4283485427872
2024-01-01 07:00:00,ST001,63.02912404020792,43.636529693147516,19.71683892569145,1.6378196610462643,70.23121610821443
2024-01-01 08:00:00,ST001,63.291532106471706,45.208714501531034,19.667101560314798,1.2643546121405196,76.02720233382819
2024-01-01 09:00:00,ST001,67.52668031246161,44.29706724333106,19.12540863453294,1.3704638792667603,61.2019033026072
2024-01-01 10:00:00,ST001,52.90287882883098,36.06583063156465,15.157373597112905,1.1692819362834126,83.98716669477109
2024-01-01 11:00:00,ST001,52.85295209106029,37.74854501477983,16.548782046312038,0.9210540975055076,75.8960609260799
2024-01-01 12:00:00,ST001,44.04348251398676,28.368390804735597,14.06201724230893,1.068976767272137,69.30184784321287
2024-01-01 13:00:00,ST001,44.91974178249314,33.32082129104022,11.761607421915377,0.6842163360376403,82.36485326118529
2024-01-01 14:00:00,ST001,38.266031409657984,23.049005650624622,12.739959300099411,1.1179081226538055,83.17652152462233
2024-01-01 15:00:00,ST001,44.72439100269048,32.85221676080148,21.122780282116587,1.008665922192443,88.99346090046075
2024-01-01 16:00:00,ST001,33.14549287054557,17.60004943160665,9.114584250383887,0.6789495999190742,74.49605082843497
2024-01-01 17:00:00,ST001,29.156753571283776,14.334299739925822,9.119934700923988,0.45077777847199796,93.94595656232035
2024-01-01 18:00:00,ST001,28.998517964721117,21.51390770818765,9.454147920337153,0.9102405565903203,72.23242335628046
2024-01-01 19:00:00,ST001,44.871141008025496,36.30703261741275,10.601059546486384,0.8094139228211131,78.87183526884817
2024-01-01 20:00:00,ST001,32.102075687993676,21.315512191010292,5.835868741420786,0.8981496660953663,77.79762537828985
2024-01-01 21:00:00,ST001,38.85090883938422,25.328924692850112,10.944295369982546,0.9674203955570233,95.1000480549316
2024-01-01 22:00:00,ST001,45.25868505232536,28.01936922378219,14.671800278037683,0.8647351705597285,75.19384544156512
2024-01-01 23:00:00,ST001,46.22273353162598,31.542792085272556,12.640630693671037,1.3069181986005136,87.54090405965619
2024-01-02 00:00:00,ST001,57.7625490599557,40.407333203231566,19.279004184822213,1.1258395048986864,62.86375350209704
2024-01-02 01:00:00,ST001,59.313408462922716,44.98244893927267,16.839259077726172,1.0534226805975697,83.94440943102035
2024-01-02 02:00:00,ST001,58.58381801859039,43.321261917405394,17.357625108663402,1.2520187047915963,77.60953090781592
2024-01-02 03:00:00,ST001,61.47996772535844,46.6372120529911,22.076165898095162,1.2074129673812668,79.0231074021318
2024-01-02 04:00:00,ST001,73.07816937714024,52.24214794041407,20.126621470445357,1.559947221844106,50.258583241223455
2024-01-02 05:00:00,ST001,76.30019350858583,53.42586655516463,22.984019240105233,1.4359907758758679,68.07840256918207
